gene,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,t_depth,t_ref_count,t_alt_count,label
AC004076.9,0,0,0,0,0,0,0.010204082,0,0,0.000748984,0,0,0,0.000952683,0.00660066,0,0.001893939,0,0,0.000812678,0,0.003038744,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.060212068,0.217380221,0.191025752,0.15400981,0
AC004158.2,0,0,0,0,0,0,0,0,0,0,0,0,0.006632277,0,0,0,0.001893939,0,0,0.000541785,0,0.001772601,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.024357956,0.023263779,0.029936426,0
AC004381.6,0,0.013487476,0.016194332,0.037313433,0.025821596,0.007751938,0,0,0.002136752,0.012090734,0.010596026,0,0,0.007621467,0.01650165,0,0.022727273,0.006578947,0,0.011377489,0,0.036971385,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.135945468,0.122752683,0.103991483,0.110075822,0
AC004410.3,0.060185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000880401,0,0.003038744,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.076175146,0.064015033,0.076826239,0
AC004466.1,0,0.007707129,0,0,0,0,0,0,0,0.000213995,0,0,0,0.000317561,0,0,0,0,0,0.000474062,0,0.001519372,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.026760919,0.058135122,0.045812396,0.07565215,0
AC004603.4,0,0,0,0,0,0,0,0,0,0,0,0,0.00073692,0,0,0,0,0,0,6.77E-05,0,0,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.005039577,0.001325152,0.03716246,0
AC004702.2,0.013888889,0,0,0,0,0,0,0,0.041310541,0,0,0,0,0,0,0,0,0,0,0.004131112,0,0.013674348,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.176447161,0.138858546,0.185279231,0
AC004837.4,0,0,0,0,0,0,0,0,0,0,0,0,0.00073692,0,0,0,0,0,0,6.77E-05,0,0,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.060474925,0.055656382,0.046453075,0
AC004840.9,0,0,0,0,0,0,0,0,0,0,0,0,0.004421518,0,0,0,0,0,0,0.000406339,0,0.001266143,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.033177216,0.032024506,0.032517152,0
AC005003.1,0,0,0,0.044776119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000406339,0,0.001266143,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.057115207,0.044834308,0.07432492,0
AC005176.2,0,0,0,0,0,0,0,0,0,0,0,0,0.001473839,0,0,0,0,0,0,0.000135446,0,0.000253229,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.011339049,0.010601216,0.027871845,0
AC005307.3,0,0,0,0,0,0,0,0,0,0,0,0,0.016212233,0,0,0,0,0,0,0.001489909,0,0.004558116,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.031382821,0.032586691,0.022804237,0
AC005358.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000635122,0,0.2,0,0,0,0.000203169,0,0.000506457,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.077273516,0.07420851,0.046453075,0
AC005488.1,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135446,0,0,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.013858837,0.014576672,0.023226537,0
AC005544.1,0,0,0,0,0,0,0,0,0.001424501,0.000855981,0,0,0,0.001270245,0,0,0,0,0,0.000948124,0,0.002785515,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.04281747,0.039956647,0.032750184,0.055080074,0
AC005549.3,0,0,0,0,0,0,0,0,0,0.000106998,0,0,0,0,0,0,0,0,0,6.77E-05,0,0,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.026760919,0.074333762,0.082159422,0.009290615,0
AC005631.1,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001893939,0,0,0.001557632,0,0.005571031,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.039896652,0.037380328,0.037936678,0
AC005863.1,0,0,0,0,0,0,0,0,0.002136752,0,0,0,0.030213707,0,0.00330033,0,0,0,0.142857143,0.002979819,0,0.010129147,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.026760919,0.110674713,0.088255121,0.120468307,0
AC006116.24,0.00462963,0,0.08097166,0,0,0,0,0,0,0,0,0,0.011790715,0,0,0,0,0,0,0.002505756,0,0.006583945,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.027921981,0.025106257,0.03716246,0
AC006262.6,0.023148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338616,0,0.000759686,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.053167539,0.039754559,0.078970227,0
AC006378.2,0,0,0,0,0,0,0,0,0.003561254,0,0,0,0,0,0,0,0,0,0,0.000338616,0,0.001012915,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.053419517,0.040019589,0.078970227,0
AC006435.1,0,0.011560694,0,0,0.002347418,0,0,0,0,0.002567944,0.00397351,0,0,0.002540489,0,0,0.001893939,0.006578947,0,0.002708926,0,0.009622689,0.404377259,0.092515294,0.850969529,0.44359759,0.31167404,0.124213311,0.106437083,0.014720278,0.557612026,0.103213403,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.080282757,0.097701802,0.080361001,0.100648329,0
AC006455.1,0,0,0,0.276119403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002505756,0,0.008103317,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.127215271,0.116828262,0.081104558,0
AC006538.4,0,0,0,0,0,0,0,0,0,0.000320993,0,0,0,0.000317561,0,0,0,0,0,0.000270893,0,0.000759686,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.040141378,0.024252965,0.024515311,0.025549191,0
AC006946.15,0,0,0,0.02238806,0,0,0,0,0,0.000213995,0.001324503,0,0,0,0,0,0,0,0,0.000406339,0,0.001266143,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.080282757,0.022258132,0.017889551,0.041807767,0
AC007163.3,0,0,0,0,0,0,0,0,0.001424501,0,0,0,0,0,0,0,0,0,0,0.000135446,0,0.000253229,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.085042864,0.066920174,0.099874111,0
AC007163.6,0,0,0,0,0,0,0,0,0.002849003,0,0,0,0,0,0,0,0,0,0,0.000270893,0,0.000759686,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.035906987,0.031141071,0.044130421,0
AC007277.3,0,0,0,0,0,0,0,0,0,0,0,0,0.005895357,0,0,0,0,0,0,0.000541785,0,0.001772601,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.039529183,0.035282171,0.043549758,0
AC007383.4,0,0,0,0,0,0,0,0,0,0,0,0,0.024318349,0,0,0,0.007575758,0.006578947,0,0.001896248,0,0.007343631,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.096133751,0.080272084,0.095439954,0
AC007405.4,0,0,0,0,0,0,0,0,0,0,0,0,0.001473839,0,0,0,0,0,0,0.000135446,0,0.000253229,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.037166881,0.035779103,0.032517152,0
AC007557.1,0,0,0,0.007462687,0,0,0,0,0,0.000320993,0,0,0,0.000317561,0,0,0,0,0,0.000338616,0,0.000759686,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.040141378,0.036788913,0.032333708,0.044594952,0
AC007879.6,0,0,0,0,0,0,0,0,0.000712251,0,0,0,0,0,0,0,0,0,0,6.77E-05,0,0,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.181424776,0.170944603,0.09290615,0
AC007956.1,0,0,0,0,0,0,0,0,0,0.000962979,0,0,0,0.000952683,0,0,0,0,0,0.000812678,0,0.002532287,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.060212068,0.03002748,0.025619605,0.042969094,0
AC008060.7,0,0,0,0,0,0,0,0,0,0.000748984,0,0,0,0.000317561,0,0.2,0,0,0,0.000609508,0,0.002025829,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.093663216,0.115210332,0.103509092,0.084647825,0
AC008132.13,0.050925926,0.003853565,0,0,0,0,0,0,0.000712251,0.001497967,0,0,0,0.002540489,0,0,0,0,0,0.002438033,0,0.008609775,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.041628096,0.202038046,0.187177714,0.110455089,0
AC008268.2,0,0,0,0,0,0,0,0,0.000712251,0,0,0,0.029476787,0,0,0,0.007575758,0.032894737,0,0.002167141,0,0.009875918,0.404377259,0.092515294,0.850969529,0.44359759,0.612576108,0.01820586,0.182218464,0.025228353,0.918985648,0.01093281,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.091142596,0.08251495,0.069453012,0
AC008271.1,0,0,0,0,0,0,0,0,0,0.000962979,0,0,0,0.000317561,0,0,0,0,0,0.000677231,0,0.002025829,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.120424135,0.087562652,0.065197476,0.114274564,0
AC008394.1,0,0,0,0.014925373,0,0,0,0,0,0.000320993,0,0,0,0.000635122,0,0.2,0,0,0,0.000541785,0,0.001772601,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.026760919,0.037796828,0.034619595,0.04064644,0
AC009014.3,0,0,0,0,0,0,0,0,0,0,0,0,0.001473839,0,0,0,0,0,0,0.000135446,0,0.000253229,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.069294185,0.049693199,0.102196765,0
AC009065.1,0,0,0,0,0,0,0,0,0,0.000106998,0.002649007,0,0,0,0,0,0,0,0,0.000203169,0,0.000253229,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.080282757,0.060474925,0.041079711,0.097551457,0
AC009120.4,0,0,0,0,0,0,0,0,0,0,0,0,0.002210759,0,0,0,0,0,0,0.000203169,0,0.000253229,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.015958661,0.019435562,0.012387487,0
AC009120.6,0,0,0,0,0,0,0,0,0.001424501,0,0,0,0.002210759,0,0,0,0,0,0,0.000338616,0,0.001012915,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0,0.076601572,0.076858814,0.035304337,0
